TIME;TIME(s);LAT;LON;H;RHO;THETA;MODE 3/A;FL;TA;TI;BP;RA;TTA;GS;TAR;TAS;HDG;IAS;BAR;IVV;TN;HEADING;STAT_230
02:59:36:789;10777;41,09186428;2,09554642;1013,51184488647;12,539062;181,351318;4101;33,25;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;-77,34375;180;-192;-192;3783;284,7711;No alert, no SPI, aircraft airbone;
02:59:40:805;10781;41,09275065;2,09108924;1005,89129220322;12,492188;182,285156;4101;33;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;-77,167969;180;-224;-192;3783;284,7711;No alert, no SPI, aircraft airbone;
02:59:44:813;10785;41,09362903;2,08666379;1005,89069025125;12,449219;183,218994;4101;33;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;-77,34375;179;-224;-224;3783;284,848;No alert, no SPI, aircraft airbone;
02:59:48:820;10789;41,09449718;2,08218824;998,270036657341;12,410156;184,169312;4101;32,75;A41941;UPS242;1017;-0,352;-75,410;188;-0,062;190;-77,519531;179;-192;-192;3783;284,5514;No alert, no SPI, aircraft airbone;
02:59:52:836;10793;41,09542511;2,07772073;998,269299111329;12,371094;185,125122;4101;32,75;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;-77,695312;179;-192;-224;3783;284,4745;No alert, no SPI, aircraft airbone;
02:59:56:844;10797;41,09627747;2,07324395;990,648543042131;12,339844;186,086426;4101;32,5;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;-77,695312;179;-128;-160;3783;284,4745;No alert, no SPI, aircraft airbone;
03:00:00:859;10801;41,09712606;2,06876215;990,647733071819;12,3125;187,053223;4101;32,5;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;-77,695312;180;-128;-192;3783;284,4745;No alert, no SPI, aircraft airbone;
03:00:04:891;10805;41,09802484;2,06433502;983,026849253103;12,285156;188,014526;4101;32,25;A41941;UPS242;1017;-0,176;-75,762;188;-0,031;190;-77,871094;180;-224;-224;3783;284,4031;No alert, no SPI, aircraft airbone;
03:00:08:898;10809;41,09886477;2,05980975;983,025928245857;12,265625;188,997803;4101;32,25;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;-77,871094;180;-224;-192;3783;284,1833;No alert, no SPI, aircraft airbone;
03:00:12:898;10813;41,09975252;2,05536162;975,404937985353;12,246094;189,970093;4101;32;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;-77,871094;180;-192;-224;3783;284,1833;No alert, no SPI, aircraft airbone;
03:00:16:906;10817;41,10057098;2,05090918;975,403925858438;12,234375;190,942383;4101;32;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;-77,871094;180;-192;-192;3783;284,1833;No alert, no SPI, aircraft airbone;
03:00:20:922;10821;41,10145882;2,04637809;967,782813474536;12,222656;191,936646;4101;31,75;A41941;UPS242;1017;-0,176;-75,938;188;0;190;-77,695312;180;-224;-192;3783;284,1833;No alert, no SPI, aircraft airbone;
03:00:24:930;10825;41,10226786;2,04191011;967,781692773104;12,21875;192,914429;4101;31,75;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;-77,519531;180;-192;-192;3783;284,1064;No alert, no SPI, aircraft airbone;
03:00:28:945;10829;41,10312647;2,03748646;960,16050161235;12,214844;193,886719;4101;31,5;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;-77,34375;180;-192;-192;3783;284,1064;No alert, no SPI, aircraft airbone;
03:00:32:953;10833;41,10399613;2,03298810;960,159236719832;12,214844;194,875488;4101;31,5;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;-76,640625;180;-224;-192;3783;284,6942;No alert, no SPI, aircraft airbone;
03:00:36:969;10837;41,10492136;2,02850906;952,537894152105;12,214844;195,864258;4101;31,25;A41941;UPS242;1017;18,105;-71,191;188;1,844;190;-71,71875;180;-192;-192;3783;288,8141;No alert, no SPI, aircraft airbone;
03:00:40:977;10841;41,10615158;2,02417704;952,536387354136;12,199219;196,847534;4101;31,25;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;-62,402344;180;-256;-224;3783;297,1033;No alert, no SPI, aircraft airbone;
03:00:44:992;10845;41,10809868;2,02024059;944,914592755958;12,140625;197,814331;4101;31;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;-50,976562;180;-288;-256;3783;307,4744;No alert, no SPI, aircraft airbone;
03:00:49:008;10849;41,11080689;2,01706526;937,292602334172;12,03125;198,704224;4101;30,75;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;-39,375;180;-224;-192;3783;318,642;No alert, no SPI, aircraft airbone;
03:00:53:016;10853;41,11381266;2,01453433;937,290629204363;11,898438;199,506226;4101;30,75;A41941;UPS242;1017;29,355;-29,355;190;3,188;188;-27,246094;179;-96;-128;3783;330,5896;No alert, no SPI, aircraft airbone;
03:00:57:039;10857;41,11711092;2,01284036;929,668744906783;11,738281;200,181885;4101;30,5;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;-14,0625;179;-160;-160;3783;343,4711;No alert, no SPI, aircraft airbone;
03:01:01:047;10861;41,12064668;2,01213708;929,667031485587;11,550781;200,692749;4101;30,5;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;-2,109375;180;-256;-256;3783;355,7812;No alert, no SPI, aircraft airbone;
03:01:05:039;10865;41,12431183;2,01224678;929,66550104972;11,34375;201,060791;4101;30,5;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;3,867188;179;0;-32;3783;3,2959;No alert, no SPI, aircraft airbone;
03:01:09:039;10869;41,12792571;2,01279697;929,664136260748;11,132812;201,340942;4101;30,5;A41941;UPS242;1017;9,668;7,207;192;0,906;188;7,382812;179;0;-32;3783;7,196;No alert, no SPI, aircraft airbone;
03:01:13:047;10873;41,13144519;2,01366930;922,042921346612;10,921875;201,549683;4101;30,25;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;11,425781;180;-96;-128;3783;11,0742;No alert, no SPI, aircraft airbone;
03:01:17:047;10877;41,13495499;2,01481655;914,421806284226;10,707031;201,703491;4101;30;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;14,941406;182;-480;-512;3783;14,6063;No alert, no SPI, aircraft airbone;
03:01:21:047;10881;41,13846354;2,01620543;906,800776726566;10,488281;201,807861;4101;29,75;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;17,402344;183;-768;-800;3783;17,3145;No alert, no SPI, aircraft airbone;
03:01:25:047;10885;41,14184320;2,01777887;891,559864372015;10,273438;201,8573;4101;29,25;A41941;UPS242;1017;2,109;19,336;194;0,188;192;18,984375;182;-736;-864;3783;19,1766;No alert, no SPI, aircraft airbone;
03:01:29:055;10889;41,14524237;2,01950896;868,699002051726;10,054688;201,873779;4101;28,5;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;19,335938;183;-960;-960;3783;19,9292;No alert, no SPI, aircraft airbone;
03:01:33:055;10893;41,14857737;2,02123060;853,458180316724;9,839844;201,884766;4101;28;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;18,808594;182;-960;-960;3783;19,649;No alert, no SPI, aircraft airbone;
03:01:37:063;10897;41,15192031;2,02291479;830,597365655936;9,625;201,906738;4101;27,25;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;18,28125;181;-960;-992;3783;18,9075;No alert, no SPI, aircraft airbone;
03:01:41:063;10901;41,15529588;2,02449184;807,736534886993;9,410156;201,96167;4101;26,5;A41941;UPS242;1017;-0,703;18,633;190;-0,062;188;17,929688;180;-992;-992;3783;18,7207;No alert, no SPI, aircraft airbone;
03:01:45:063;10905;41,15862247;2,02601078;792,495728421025;9,199219;202,027588;4101;26;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;17,578125;180;-1056;-1024;3783;18,4296;No alert, no SPI, aircraft airbone;
03:01:49:063;10909;41,16195406;2,02750313;769,634934691712;8,988281;202,104492;4101;25,25;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;17,402344;180;-992;-992;3783;18,1439;No alert, no SPI, aircraft airbone;
03:01:53:070;10913;41,16529822;2,02895579;746,774148984812;8,777344;202,197876;4101;24,5;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;17,578125;181;-1024;-1024;3783;18,1439;No alert, no SPI, aircraft airbone;
03:01:57:070;10917;41,16863842;2,03042283;723,913388284855;8,566406;202,29126;4101;23,75;A41941;UPS242;1017;0,527;18,457;190;0,062;188;17,929688;181;-1056;-1024;3783;18,5284;No alert, no SPI, aircraft airbone;
03:02:01:070;10921;41,17197752;2,03190581;708,672651747242;8,355469;202,384644;4101;23,25;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;18,105469;180;-1024;-1024;3783;18,913;No alert, no SPI, aircraft airbone;
03:02:05:070;10925;41,17523456;2,03341642;685,811965545639;8,148438;202,461548;4101;22,5;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;18,28125;180;-1056;-1024;3783;19,0118;No alert, no SPI, aircraft airbone;
03:02:09:070;10929;41,17849802;2,03490762;662,95129271131;7,941406;202,549438;4101;21,75;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;18,457031;179;-1024;-1024;3783;19,1107;No alert, no SPI, aircraft airbone;
03:02:13:070;10933;41,18175774;2,03641208;640,090642601252;7,734375;202,637329;4101;21;A41941;UPS242;1017;0;19,160;184;-0,031;184;18,632812;178;-928;-960;3783;19,2151;No alert, no SPI, aircraft airbone;
03:02:17:086;10937;41,18496558;2,03786865;624,850017024204;7,53125;202,736206;4101;20,5;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;18,457031;176;-960;-960;3783;19,1272;No alert, no SPI, aircraft airbone;
03:02:21:086;10941;41,18817101;2,03932400;601,989410473034;7,328125;202,840576;4101;19,75;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;18,28125;176;-992;-992;3783;19,2261;No alert, no SPI, aircraft airbone;
03:02:25:086;10945;41,19138365;2,04076853;586,748818728141;7,125;202,955933;4101;19,25;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;18,105469;174;-992;-896;3783;19,1382;No alert, no SPI, aircraft airbone;
03:02:29:086;10949;41,19446870;2,04216100;563,88826903794;6,929688;203,071289;4101;18,5;A41941;UPS242;1017;-0,176;19,160;178;-0,031;176;18,105469;170;-1184;-992;3783;19,0448;No alert, no SPI, aircraft airbone;
03:02:33:094;10953;41,19755599;2,04355824;548,647736828774;6,734375;203,192139;4101;18;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;17,578125;166;-896;-896;3783;19,1602;No alert, no SPI, aircraft airbone;
03:02:37:109;10957;41,20056752;2,04496237;525,787240966223;6,542969;203,302002;4101;17,25;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;17,050781;164;-864;-896;3783;18,7482;No alert, no SPI, aircraft airbone;
03:02:41:094;10961;41,20352950;2,04631199;510,546763949096;6,355469;203,428345;4101;16,75;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;16,699219;162;-928;-928;3783;18,6493;No alert, no SPI, aircraft airbone;
03:02:45:102;10965;41,20643982;2,04759490;487,686303936876;6,171875;203,57666;4101;16;A41941;UPS242;1017;0,176;18,809;168;0;166;16,699219;161;-928;-928;3783;18,7537;No alert, no SPI, aircraft airbone;
03:02:49:102;10969;41,20939525;2,04896849;472,445863378234;5,984375;203,708496;4101;15,5;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;16,699219;160;-960;-960;3783;18,8635;No alert, no SPI, aircraft airbone;
03:02:53:102;10973;41,21229442;2,05028991;449,585442419164;5,800781;203,856812;4101;14,75;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;16,875;159;-832;-896;3783;18,9789;No alert, no SPI, aircraft airbone;
03:02:57:109;10977;41,21519763;2,05161075;434,34503563866;5,617188;204,016113;4101;14,25;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;17,050781;159;-736;-832;3783;19,0887;No alert, no SPI, aircraft airbone;
03:03:01:109;10981;41,21803509;2,05291737;419,104654887691;5,4375;204,175415;4101;13,75;A41941;UPS242;1017;0;19,160;166;-0,031;164;17,050781;159;-864;-896;3783;19,0887;No alert, no SPI, aircraft airbone;
03:03:05:109;10985;41,22093616;2,05424974;403,864279939793;5,253906;204,351196;4101;13,25;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;17,402344;158;-928;-864;3783;19,0887;No alert, no SPI, aircraft airbone;
03:03:09:117;10989;41,22383790;2,05557458;381,003918882459;5,070312;204,543457;4101;12,5;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;17,578125;156;-896;-896;3783;19,2041;No alert, no SPI, aircraft airbone;
03:03:13:125;10993;41,22667847;2,05688079;365,763581216335;4,890625;204,741211;4101;12;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;17,753906;153;-1024;-928;3783;19,2206;No alert, no SPI, aircraft airbone;
03:03:17:125;10997;41,22950580;2,05822012;342,90326426737;4,710938;204,933472;4101;11,25;A41941;UPS242;1017;0;19,336;158;0,031;152;17,929688;150;-832;-832;3783;19,2371;No alert, no SPI, aircraft airbone;
03:03:21:125;11001;41,23216305;2,05944096;327,662974486128;4,542969;205,147705;4101;10,75;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;18,105469;146;-864;-800;3783;19,3744;No alert, no SPI, aircraft airbone;
03:03:25:133;11005;41,23481538;2,06067922;312,422700083815;4,375;205,367432;4101;10,25;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;18,28125;142;-768;-800;3783;19,3964;No alert, no SPI, aircraft airbone;
03:03:29:148;11009;41,23746531;2,06192783;297,182439588942;4,207031;205,598145;4101;9,75;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;18,28125;139;-800;-800;3783;19,1766;No alert, no SPI, aircraft airbone;
03:03:33:141;11013;41,23994179;2,06306051;281,942203442566;4,050781;205,85083;4101;9,25;A41941;UPS242;1017;0,176;19,160;144;0,031;140;18,632812;137;-800;-768;3783;19,0613;No alert, no SPI, aircraft airbone;
03:03:37:141;11017;41,24248169;2,06422240;266,701972622424;3,890625;206,130981;4101;8,75;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;18,808594;136;-704;-768;3783;19,1931;No alert, no SPI, aircraft airbone;
03:03:41:148;11021;41,24489742;2,06533250;251,461764269508;3,738281;206,416626;4101;8,25;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;18,984375;136;-736;-800;3783;19,4623;No alert, no SPI, aircraft airbone;
03:03:45:148;11025;41,24736477;2,06649759;228,601565311663;3,582031;206,713257;4101;7,5;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;18,808594;136;-864;-864;3783;19,2096;No alert, no SPI, aircraft airbone;
03:03:49:156;11029;41,24978532;2,06760602;213,361377045512;3,429688;207,053833;4101;7;A41941;UPS242;1017;-1,582;18,809;140;-0,344;138;18,28125;135;-928;-928;3783;18,8196;No alert, no SPI, aircraft airbone;
03:03:53:164;11033;41,25227837;2,06872340;198,121191732585;3,273438;207,454834;4101;6,5;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;17,402344;135;-800;-864;3783;18,0396;No alert, no SPI, aircraft airbone;
03:03:57:164;11037;41,25465654;2,06976267;175,261022954248;3,125;207,894287;4101;5,75;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;17,929688;135;-800;-736;3783;18,1714;No alert, no SPI, aircraft airbone;
03:04:01:172;11041;41,25709164;2,07086391;167,640864141285;2,972656;208,361206;4101;5,5;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;18,984375;135;-640;-672;3783;19,4843;No alert, no SPI, aircraft airbone;
03:04:05:188;11045;41,25950846;2,07201448;152,400721929036;2,820312;208,828125;4101;5;A41941;UPS242;1017;-0,879;19,336;136;-0,25;136;18,808594;135;-512;-512;3783;19,2261;No alert, no SPI, aircraft airbone;
03:04:09:195;11049;41,26188204;2,07310498;144,780588834547;2,671875;209,371948;4101;4,75;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;17,929688;134;-576;-544;3783;18,8306;No alert, no SPI, aircraft airbone;
03:04:13:203;11053;41,26426691;2,07417726;129,540463292971;2,523438;210,003662;4101;4,25;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;17,753906;135;-576;-608;3783;18,4296;No alert, no SPI, aircraft airbone;
03:04:17:227;11057;41,26672121;2,07528290;121,920344918035;2,371094;210,734253;4101;4;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;18,105469;135;-608;-672;3783;18,8306;No alert, no SPI, aircraft airbone;
03:04:19:281;11059;41,69721105;2,48033885;3947,14004722703;29,347656;35,524292;7150;129,5;346199;BCS8048;1013,2;N/A;N/A;N/A;N/A;N/A;-155,390625;283;-1248;-1152;822;198,3856;No alert, no SPI, aircraft airbone;
03:04:21:234;11061;41,26906160;2,07631937;106,68024078384;2,226562;211,541748;4101;3,5;A41941;UPS242;1017;0,352;19,336;136;0,094;138;18,632812;137;-768;-640;3783;19,2261;No alert, no SPI, aircraft airbone;
03:04:23:266;11063;41,69036802;2,47740119;3916,65698553063;28,9375;35,787964;7150;128,5;346199;BCS8048;1013,2;-0,352;-161,719;384;0;342;-155,390625;281;-1216;-1216;822;198,3362;No alert, no SPI, aircraft airbone;
03:04:25:234;11065;41,27144758;2,07744314;91,4401495186612;2,078125;212,409668;4101;3;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;18,457031;138;-736;-672;3783;19,3689;No alert, no SPI, aircraft airbone;
03:04:27:273;11067;41,68357498;2,47448446;3893,79402641673;28,53125;36,057129;7150;127,75;346199;BCS8048;1013,2;N/A;N/A;N/A;N/A;N/A;-155,566406;281;-1184;-1184;822;198,479;No alert, no SPI, aircraft airbone;
03:04:29:242;11069;41,27383763;2,07858153;76,2000688556582;1,929688;213,398438;4101;2,5;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;17,753906;138;-928;-736;3783;19,1052;No alert, no SPI, aircraft airbone;
03:04:31:273;11071;41,67680995;2,47163943;3870,93109627347;28,128906;36,33728;7150;127;346199;BCS8048;1013,2;N/A;N/A;N/A;N/A;N/A;-155,566406;280;-1184;-1216;822;198,4296;No alert, no SPI, aircraft airbone;
03:04:33:258;11073;41,27618689;2,07967317;60,9599974146113;1,785156;214,562988;4101;2;A41941;UPS242;1017;N/A;N/A;N/A;N/A;N/A;17,226562;140;-576;-768;3783;18,8416;No alert, no SPI, aircraft airbone;
